index,model,file,prompt,clap_similarity
15,AudioLDM2-external_adapter,015__violin_and_cello_duet__chamber_hall__counterpoint__harmoniou.wav,"violin and cello duet, chamber hall, counterpoint, harmonious blend",0.09136320650577545
15,AudioLDM2-mlp_adapter,015__violin_and_cello_duet__chamber_hall__counterpoint__harmoniou.wav,"violin and cello duet, chamber hall, counterpoint, harmonious blend",0.09044604003429413
16,AudioLDM2-external_adapter,016__flute_and_clarinet_duet__medium_room__woodwind_ensemble__lig.wav,"flute and clarinet duet, medium room, woodwind ensemble, light texture",0.04038041830062866
16,AudioLDM2-mlp_adapter,016__flute_and_clarinet_duet__medium_room__woodwind_ensemble__lig.wav,"flute and clarinet duet, medium room, woodwind ensemble, light texture",0.04066293686628342
17,AudioLDM2-external_adapter,017__string_trio_violin_viola_cello__concert_hall__classical_peri.wav,"string trio violin viola cello, concert hall, classical period, balanced ensemble",0.1905805468559265
17,AudioLDM2-mlp_adapter,017__string_trio_violin_viola_cello__concert_hall__classical_peri.wav,"string trio violin viola cello, concert hall, classical period, balanced ensemble",0.18658235669136047
18,AudioLDM2-external_adapter,018__piano_trio_violin_cello_piano__chamber_hall__romantic_era__e.wav,"piano trio violin cello piano, chamber hall, romantic era, emotional performance",0.45364439487457275
18,AudioLDM2-mlp_adapter,018__piano_trio_violin_cello_piano__chamber_hall__romantic_era__e.wav,"piano trio violin cello piano, chamber hall, romantic era, emotional performance",0.45509031414985657
19,AudioLDM2-external_adapter,019__string_quartet_two_violins_viola_cello__large_hall__classica.wav,"string quartet two violins viola cello, large hall, classical period, precise ensemble",0.5350472927093506
19,AudioLDM2-mlp_adapter,019__string_quartet_two_violins_viola_cello__large_hall__classica.wav,"string quartet two violins viola cello, large hall, classical period, precise ensemble",0.5314291715621948
20,AudioLDM2-external_adapter,020__acoustic_guitar_fingerpicking__gentle_tempo__natural_tone__s.wav,"acoustic guitar fingerpicking, gentle tempo, natural tone, studio space",0.36657315492630005
20,AudioLDM2-mlp_adapter,020__acoustic_guitar_fingerpicking__gentle_tempo__natural_tone__s.wav,"acoustic guitar fingerpicking, gentle tempo, natural tone, studio space",0.3660723567008972
21,AudioLDM2-external_adapter,021__marimba_soft_pattern__dry_studio__resonant_wood_tone.wav,"marimba soft pattern, dry studio, resonant wood tone",0.04991186782717705
21,AudioLDM2-mlp_adapter,021__marimba_soft_pattern__dry_studio__resonant_wood_tone.wav,"marimba soft pattern, dry studio, resonant wood tone",0.041123490780591965
22,AudioLDM2-external_adapter,022__harp_glissandi__lush_hall__shimmering_resonance.wav,"harp glissandi, lush hall, shimmering resonance",-0.19179928302764893
22,AudioLDM2-mlp_adapter,022__harp_glissandi__lush_hall__shimmering_resonance.wav,"harp glissandi, lush hall, shimmering resonance",-0.19245561957359314
23,AudioLDM2-external_adapter,023__solo_saxophone_mellow_ballad_tone__small_club_ambience.wav,"solo saxophone mellow ballad tone, small club ambience",0.0013300217688083649
23,AudioLDM2-mlp_adapter,023__solo_saxophone_mellow_ballad_tone__small_club_ambience.wav,"solo saxophone mellow ballad tone, small club ambience",0.010975399054586887
24,AudioLDM2-external_adapter,024__string_bass_pizzicato_walking_line__dry_studio__rhythmic_gro.wav,"string bass pizzicato walking line, dry studio, rhythmic groove",0.3632315397262573
24,AudioLDM2-mlp_adapter,024__string_bass_pizzicato_walking_line__dry_studio__rhythmic_gro.wav,"string bass pizzicato walking line, dry studio, rhythmic groove",0.3624793291091919
25,AudioLDM2-external_adapter,025__timpani_soft_rolls__concert_hall__orchestral_texture.wav,"timpani soft rolls, concert hall, orchestral texture",0.1680619716644287
25,AudioLDM2-mlp_adapter,025__timpani_soft_rolls__concert_hall__orchestral_texture.wav,"timpani soft rolls, concert hall, orchestral texture",0.16490575671195984
26,AudioLDM2-external_adapter,026__ambient_pads_evolving_texture__wide_stereo__gentle_reverb.wav,"ambient pads evolving texture, wide stereo, gentle reverb",0.28988200426101685
26,AudioLDM2-mlp_adapter,026__ambient_pads_evolving_texture__wide_stereo__gentle_reverb.wav,"ambient pads evolving texture, wide stereo, gentle reverb",0.2862909138202667
27,AudioLDM2-external_adapter,027__minimal_piano_and_pads__slow_evolving_harmony__instrumental.wav,"minimal piano and pads, slow evolving harmony, instrumental atmosphere",0.0355028472840786
27,AudioLDM2-mlp_adapter,027__minimal_piano_and_pads__slow_evolving_harmony__instrumental.wav,"minimal piano and pads, slow evolving harmony, instrumental atmosphere",0.036935556679964066
28,AudioLDM2-external_adapter,028__granular_string_texture__shimmering_spacious_hall.wav,"granular string texture, shimmering spacious hall",-0.0539184994995594
28,AudioLDM2-mlp_adapter,028__granular_string_texture__shimmering_spacious_hall.wav,"granular string texture, shimmering spacious hall",-0.05099714174866676
29,AudioLDM2-external_adapter,029__felt_piano_intimate_close-mic__soft_pedal__delicate_timbre.wav,"felt piano intimate close-mic, soft pedal, delicate timbre",0.20316897332668304
29,AudioLDM2-mlp_adapter,029__felt_piano_intimate_close-mic__soft_pedal__delicate_timbre.wav,"felt piano intimate close-mic, soft pedal, delicate timbre",0.20033913850784302
