index,model,file,prompt,clap_similarity
16,AudioLDM2,016__flute and clarinet duet_ medium room_ woodwind ensemble_ lig.wav,"flute and clarinet duet, medium room, woodwind ensemble, light texture",0.42294567823410034
17,AudioLDM1,017__string trio violin viola cello_ concert hall_ classical peri.wav,"string trio violin viola cello, concert hall, classical period, balanced ensemble",0.6145249009132385
17,AudioLDM2,017__string trio violin viola cello_ concert hall_ classical peri.wav,"string trio violin viola cello, concert hall, classical period, balanced ensemble",0.5613788366317749
18,AudioLDM1,018__piano trio violin cello piano_ chamber hall_ romantic era_ e.wav,"piano trio violin cello piano, chamber hall, romantic era, emotional performance",0.5930873155593872
18,AudioLDM2,018__piano trio violin cello piano_ chamber hall_ romantic era_ e.wav,"piano trio violin cello piano, chamber hall, romantic era, emotional performance",0.5991591215133667
19,AudioLDM1,019__string quartet two violins viola cello_ large hall_ classica.wav,"string quartet two violins viola cello, large hall, classical period, precise ensemble",0.6004617810249329
19,AudioLDM2,019__string quartet two violins viola cello_ large hall_ classica.wav,"string quartet two violins viola cello, large hall, classical period, precise ensemble",0.5453640818595886
20,AudioLDM1,020__acoustic guitar fingerpicking_ gentle tempo_ natural tone_ s.wav,"acoustic guitar fingerpicking, gentle tempo, natural tone, studio space",0.4971511960029602
20,AudioLDM2,020__acoustic guitar fingerpicking_ gentle tempo_ natural tone_ s.wav,"acoustic guitar fingerpicking, gentle tempo, natural tone, studio space",0.5044646263122559
21,AudioLDM1,021__marimba soft pattern_ dry studio_ resonant wood tone.wav,"marimba soft pattern, dry studio, resonant wood tone",0.6563648581504822
21,AudioLDM2,021__marimba soft pattern_ dry studio_ resonant wood tone.wav,"marimba soft pattern, dry studio, resonant wood tone",0.6130860447883606
22,AudioLDM1,022__harp glissandi_ lush hall_ shimmering resonance.wav,"harp glissandi, lush hall, shimmering resonance",0.2794756293296814
22,AudioLDM2,022__harp glissandi_ lush hall_ shimmering resonance.wav,"harp glissandi, lush hall, shimmering resonance",0.332319051027298
23,AudioLDM1,023__solo saxophone mellow ballad tone_ small club ambience.wav,"solo saxophone mellow ballad tone, small club ambience",0.6504108309745789
23,AudioLDM2,023__solo saxophone mellow ballad tone_ small club ambience.wav,"solo saxophone mellow ballad tone, small club ambience",0.6044894456863403
24,AudioLDM1,024__string bass pizzicato walking line_ dry studio_ rhythmic gro.wav,"string bass pizzicato walking line, dry studio, rhythmic groove",0.547950267791748
24,AudioLDM2,024__string bass pizzicato walking line_ dry studio_ rhythmic gro.wav,"string bass pizzicato walking line, dry studio, rhythmic groove",0.5901390910148621
25,AudioLDM1,025__timpani soft rolls_ concert hall_ orchestral texture.wav,"timpani soft rolls, concert hall, orchestral texture",0.6155939102172852
25,AudioLDM2,025__timpani soft rolls_ concert hall_ orchestral texture.wav,"timpani soft rolls, concert hall, orchestral texture",0.6603313088417053
26,AudioLDM1,026__ambient pads evolving texture_ wide stereo_ gentle reverb.wav,"ambient pads evolving texture, wide stereo, gentle reverb",0.3963858485221863
26,AudioLDM2,026__ambient pads evolving texture_ wide stereo_ gentle reverb.wav,"ambient pads evolving texture, wide stereo, gentle reverb",0.5218560099601746
27,AudioLDM1,027__minimal piano and pads_ slow evolving harmony_ instrumental .wav,"minimal piano and pads, slow evolving harmony, instrumental atmosphere",0.465743750333786
27,AudioLDM2,027__minimal piano and pads_ slow evolving harmony_ instrumental .wav,"minimal piano and pads, slow evolving harmony, instrumental atmosphere",0.6168814897537231
28,AudioLDM1,028__granular string texture_ shimmering spacious hall.wav,"granular string texture, shimmering spacious hall",0.33334261178970337
28,AudioLDM2,028__granular string texture_ shimmering spacious hall.wav,"granular string texture, shimmering spacious hall",0.2435380220413208
29,AudioLDM1,029__felt piano intimate close-mic_ soft pedal_ delicate timbre.wav,"felt piano intimate close-mic, soft pedal, delicate timbre",0.6745767593383789
29,AudioLDM2,029__felt piano intimate close-mic_ soft pedal_ delicate timbre.wav,"felt piano intimate close-mic, soft pedal, delicate timbre",0.39113515615463257
