index,model,file,prompt,clap_similarity
8,AudioLDM2,008__solo piano fast etude_ bright room_ technical virtuosity_ ra.wav,"solo piano fast etude, bright room, technical virtuosity, rapid scales",0.5874341130256653
8,AudioLDM2-music,008__solo piano fast etude_ bright room_ technical virtuosity_ ra.wav,"solo piano fast etude, bright room, technical virtuosity, rapid scales",0.49215883016586304
9,AudioLDM2,009__solo piano slow ballad_ intimate setting_ emotional melody_ .wav,"solo piano slow ballad, intimate setting, emotional melody, soft dynamics",0.6652602553367615
9,AudioLDM2-music,009__solo piano slow ballad_ intimate setting_ emotional melody_ .wav,"solo piano slow ballad, intimate setting, emotional melody, soft dynamics",0.5813941955566406
10,AudioLDM2,010__solo violin classical concerto_ concert hall_ virtuosic perf.wav,"solo violin classical concerto, concert hall, virtuosic performance, rich vibrato",0.4795853793621063
10,AudioLDM2-music,010__solo violin classical concerto_ concert hall_ virtuosic perf.wav,"solo violin classical concerto, concert hall, virtuosic performance, rich vibrato",0.21273349225521088
11,AudioLDM2,011__solo cello baroque suite_ chamber hall_ warm tone_ expressiv.wav,"solo cello baroque suite, chamber hall, warm tone, expressive bowing",0.5219228267669678
11,AudioLDM2-music,011__solo cello baroque suite_ chamber hall_ warm tone_ expressiv.wav,"solo cello baroque suite, chamber hall, warm tone, expressive bowing",0.1602689027786255
12,AudioLDM2,012__solo flute mozart concerto_ medium room_ airy sound_ precise.wav,"solo flute mozart concerto, medium room, airy sound, precise articulation",0.4358718991279602
12,AudioLDM2-music,012__solo flute mozart concerto_ medium room_ airy sound_ precise.wav,"solo flute mozart concerto, medium room, airy sound, precise articulation",0.24445146322250366
13,AudioLDM2,013__solo clarinet romantic piece_ warm space_ mellow timbre_ smo.wav,"solo clarinet romantic piece, warm space, mellow timbre, smooth legato",0.4647570252418518
13,AudioLDM2-music,013__solo clarinet romantic piece_ warm space_ mellow timbre_ smo.wav,"solo clarinet romantic piece, warm space, mellow timbre, smooth legato",0.4098542332649231
14,AudioLDM2,014__solo trumpet fanfare_ large hall_ bright brass_ strong attac.wav,"solo trumpet fanfare, large hall, bright brass, strong attack",0.5995457768440247
14,AudioLDM2-music,014__solo trumpet fanfare_ large hall_ bright brass_ strong attac.wav,"solo trumpet fanfare, large hall, bright brass, strong attack",0.18112263083457947
15,AudioLDM2,015__violin and cello duet_ chamber hall_ counterpoint_ harmoniou.wav,"violin and cello duet, chamber hall, counterpoint, harmonious blend",0.5507854223251343
15,AudioLDM2-music,015__violin and cello duet_ chamber hall_ counterpoint_ harmoniou.wav,"violin and cello duet, chamber hall, counterpoint, harmonious blend",0.22730959951877594
16,AudioLDM2,016__flute and clarinet duet_ medium room_ woodwind ensemble_ lig.wav,"flute and clarinet duet, medium room, woodwind ensemble, light texture",0.42294567823410034
16,AudioLDM2-music,016__flute and clarinet duet_ medium room_ woodwind ensemble_ lig.wav,"flute and clarinet duet, medium room, woodwind ensemble, light texture",0.3103363513946533
17,AudioLDM2,017__string trio violin viola cello_ concert hall_ classical peri.wav,"string trio violin viola cello, concert hall, classical period, balanced ensemble",0.5613788366317749
17,AudioLDM2-music,017__string trio violin viola cello_ concert hall_ classical peri.wav,"string trio violin viola cello, concert hall, classical period, balanced ensemble",0.2768734395503998
18,AudioLDM2,018__piano trio violin cello piano_ chamber hall_ romantic era_ e.wav,"piano trio violin cello piano, chamber hall, romantic era, emotional performance",0.5991591215133667
18,AudioLDM2-music,018__piano trio violin cello piano_ chamber hall_ romantic era_ e.wav,"piano trio violin cello piano, chamber hall, romantic era, emotional performance",0.263998806476593
19,AudioLDM2,019__string quartet two violins viola cello_ large hall_ classica.wav,"string quartet two violins viola cello, large hall, classical period, precise ensemble",0.5453640818595886
19,AudioLDM2-music,019__string quartet two violins viola cello_ large hall_ classica.wav,"string quartet two violins viola cello, large hall, classical period, precise ensemble",0.2146722823381424
20,AudioLDM2,020__acoustic guitar fingerpicking_ gentle tempo_ natural tone_ s.wav,"acoustic guitar fingerpicking, gentle tempo, natural tone, studio space",0.5044646263122559
20,AudioLDM2-music,020__acoustic guitar fingerpicking_ gentle tempo_ natural tone_ s.wav,"acoustic guitar fingerpicking, gentle tempo, natural tone, studio space",0.07627503573894501
21,AudioLDM2,021__marimba soft pattern_ dry studio_ resonant wood tone.wav,"marimba soft pattern, dry studio, resonant wood tone",0.6130860447883606
21,AudioLDM2-music,021__marimba soft pattern_ dry studio_ resonant wood tone.wav,"marimba soft pattern, dry studio, resonant wood tone",0.42807066440582275
22,AudioLDM2,022__harp glissandi_ lush hall_ shimmering resonance.wav,"harp glissandi, lush hall, shimmering resonance",0.332319051027298
22,AudioLDM2-music,022__harp glissandi_ lush hall_ shimmering resonance.wav,"harp glissandi, lush hall, shimmering resonance",0.21659064292907715
23,AudioLDM2,023__solo saxophone mellow ballad tone_ small club ambience.wav,"solo saxophone mellow ballad tone, small club ambience",0.6044894456863403
23,AudioLDM2-music,023__solo saxophone mellow ballad tone_ small club ambience.wav,"solo saxophone mellow ballad tone, small club ambience",0.44559603929519653
24,AudioLDM2,024__string bass pizzicato walking line_ dry studio_ rhythmic gro.wav,"string bass pizzicato walking line, dry studio, rhythmic groove",0.5901390910148621
24,AudioLDM2-music,024__string bass pizzicato walking line_ dry studio_ rhythmic gro.wav,"string bass pizzicato walking line, dry studio, rhythmic groove",0.238031804561615
25,AudioLDM2,025__timpani soft rolls_ concert hall_ orchestral texture.wav,"timpani soft rolls, concert hall, orchestral texture",0.6603313088417053
25,AudioLDM2-music,025__timpani soft rolls_ concert hall_ orchestral texture.wav,"timpani soft rolls, concert hall, orchestral texture",0.2864285111427307
26,AudioLDM2,026__ambient pads evolving texture_ wide stereo_ gentle reverb.wav,"ambient pads evolving texture, wide stereo, gentle reverb",0.5218560099601746
26,AudioLDM2-music,026__ambient pads evolving texture_ wide stereo_ gentle reverb.wav,"ambient pads evolving texture, wide stereo, gentle reverb",0.5185021162033081
27,AudioLDM2,027__minimal piano and pads_ slow evolving harmony_ instrumental .wav,"minimal piano and pads, slow evolving harmony, instrumental atmosphere",0.6168814897537231
27,AudioLDM2-music,027__minimal piano and pads_ slow evolving harmony_ instrumental .wav,"minimal piano and pads, slow evolving harmony, instrumental atmosphere",0.47962936758995056
28,AudioLDM2,028__granular string texture_ shimmering spacious hall.wav,"granular string texture, shimmering spacious hall",0.2435380220413208
28,AudioLDM2-music,028__granular string texture_ shimmering spacious hall.wav,"granular string texture, shimmering spacious hall",-0.05624333769083023
29,AudioLDM2,029__felt piano intimate close-mic_ soft pedal_ delicate timbre.wav,"felt piano intimate close-mic, soft pedal, delicate timbre",0.39113515615463257
29,AudioLDM2-music,029__felt piano intimate close-mic_ soft pedal_ delicate timbre.wav,"felt piano intimate close-mic, soft pedal, delicate timbre",0.3781638741493225
